doi,title,journal,file,source,is_oa,oa_status,oa_url
10.1016/bs.ctdb.2015.12.002,Defining the Path from Stem Cells to Differentiated Tissue.,,ref-Chapter-Three---Defining-the-P.md,papers,False,closed,
10.1093/bib/bbaa273,scAPAtrap ：从单细胞R中鉴定和定量替代性聚腺苷酸化位点,,ref-bbaa273.md,papers,False,closed,
10.1093/bib/bbad195,CIForm作为大规模单细胞RNA-seq数据的细胞类型标注的基于Transformer的模型,,ref-bbad195.md,papers,False,closed,
10.1093/bioinformatics/btaa997,movAPA ：生物样本中替代聚腺苷酸化动态的建模和可视化,,ref-btaa997.md,papers,False,closed,
10.1093/bioinformatics/btz279,条形码、UMI、SET FORMAT和BUStools。,,ref-btz279.md,papers,False,closed,
10.1242/dev.000497,建立叶极性：小RNA和位置信号在拍摄顶点中的作用。,,ref-dev-000497.md,papers,False,closed,
10.1242/dev.106104,拟南芥分生组织干细胞生态位的高分辨率基因表达图谱。,,ref-dev-106104.md,papers,False,closed,
10.1242/dev.117.3.873,大鼠原肠胚形成期间异常快速的细胞周期表征。,,ref-dev-117-3-873.md,papers,False,closed,
10.1242/dev.119.1.57,<i>拟南芥</i>根系发育：根系形态发生显著改变的四种突变体,,ref-dev-119-1-57.md,papers,False,closed,
10.1242/dev.119.1.71,拟南芥根的细胞组织。,,ref-dev-119-1-71.md,papers,False,closed,
10.1242/dev.129.13.3207,联合芽MERISTEMLESS和WUSCHEL触发拟南芥异位器官发生。,,ref-dev-129-13-3207.md,papers,False,closed,
10.1046/j.1365-313X.1998.00137.x,Genetic evidence that the endodermis is essential for shoot gravitropism in Arab,,ref-j-1365-313X-1998-00137-x.md,papers,False,closed,
10.1111/j.1365-313X.2008.03455.x,"Arabidopsis PCFS4, a homologue of yeast polyadenylation factor Pcf11p, regulates",,ref-j-1365-313X-2008-03455-x.md,papers,False,closed,
10.1111/j.1365-313X.2009.03973.x,"Two Arabidopsis 3-ketoacyl CoA synthase genes, KCS20 and KCS2/DAISY, are functio",,ref-j-1365-313X-2009-03973-x.md,papers,False,closed,
10.1111/j.1365-313X.2010.04472.x,The intracellular Arabidopsis COPT5 transport protein is required for photosynth,,ref-j-1365-313X-2010-04472-x.md,papers,False,closed,
10.1111/j.2517-6161.1995.tb02031.x,Controlling the False Discovery Rate: A Practical and Powerful Approach to Multi,,ref-j-2517-6161-1995-tb02031-.md,papers,False,closed,
10.1111/j.2517-6161.1996.tb02080.x,Regression Shrinkage and Selection Via the Lasso,,ref-j-2517-6161-1996-tb02080-.md,papers,False,closed,
10.1016/j.bbaexp.2007.04.007,Roles of dynamic and reversible histone acetylation in plant development and pol,,ref-j-bbaexp-2007-04-007.md,papers,False,closed,
10.1016/j.bbrc.2016.12.086,Chemical inhibition of the histone acetyltransferase activity in Arabidopsis tha,,ref-j-bbrc-2016-12-086.md,papers,False,closed,
10.1016/j.cell.2025.03.024,An Arabidopsis single-nucleus atlas decodes leaf senescence and nutrient allocat,,ref-j-cell-2025-03-024.md,papers,False,closed,
10.1016/j.cub.2022.04.070,植物的生长防御权衡,,ref-j-cub-2022-04-070.md,papers,False,closed,
10.3410/f.735384662.793561483,Faculty Opinions recommendation of Spatiotemporal Developmental Trajectories in ,,ref-j-devcel-2019-01-006.md,papers,False,closed,
10.1016/j.devcel.2022.07.017,Mechanical conflict caused by a cell-wall-loosening enzyme activates de novo sho,,ref-j-devcel-2022-07-017.md,papers,False,closed,
10.1016/j.devcel.2024.05.016,Spatiotemporal transcriptomic landscape of rice embryonic cells during seed germ,,ref-j-devcel-2024-05-016.md,papers,False,closed,
10.1016/j.freeradbiomed.2012.10.538,Reactive oxygen species-dependent wound responses in animals and plants.,,ref-j-freeradbiomed-2012-10-5.md,papers,False,closed,
10.1016/j.indcrop.2023.117825,Single-nucleus RNA sequencing of Nicotiana tabacum seedlings reveals heterogenei,,ref-j-indcrop-2023-117825.md,papers,False,closed,
10.1016/j.jcms.2008.12.005,Method selection in craniofacial measurements: advantages and disadvantages of 3,,ref-j-jcms-2008-12-005.md,papers,False,closed,
10.1016/j.jplph.2015.12.006,Histone deacetylation-mediated cellular dedifferentiation in Arabidopsis.,,ref-j-jplph-2015-12-006.md,papers,False,closed,
10.1016/j.molp.2024.01.010,Systematic identification of wheat spike developmental regulators by integrated ,,ref-j-molp-2024-01-010.md,papers,False,closed,
10.1016/j.pbi.2007.07.001,The dynamic plant stem cell niches.,,ref-j-pbi-2007-07-001.md,papers,False,closed,
10.1016/j.pbi.2009.11.001,"The integration of cell division, growth and differentiation.",,ref-j-pbi-2009-11-001.md,papers,False,closed,
10.1016/j.pbi.2010.08.001,Plant stem cell niches: from signalling to execution.,,ref-j-pbi-2010-08-001.md,papers,False,closed,
10.1016/j.pbi.2011.10.008,Stem cell maintenance in shoot apical meristems.,,ref-j-pbi-2011-10-008.md,papers,False,closed,
10.1016/j.pbi.2013.11.011,Signaling in shoot and flower meristems of Arabidopsis thaliana.,,ref-j-pbi-2013-11-011.md,papers,False,closed,
10.1016/j.pbi.2014.11.002,"O cell, where art thou? The mechanisms of shoot meristem patterning.",,ref-j-pbi-2014-11-002.md,papers,False,closed,
10.1016/j.pbi.2019.03.010,Linking cell cycle to stomatal differentiation.,,ref-j-pbi-2019-03-010.md,papers,False,closed,
10.1016/j.plantsci.2019.110380,Transcriptome and GWAS analyses reveal candidate gene for seminal root length of,,ref-j-plantsci-2019-110380.md,papers,False,closed,
10.1016/j.plantsci.2022.111486,Review: Challenges and perspectives in applying single nuclei RNA-seq technology,,ref-j-plantsci-2022-111486.md,papers,False,closed,
10.1016/j.tcb.2010.12.004,"Regeneration in plants and animals: dedifferentiation, transdifferentiation, or ",,ref-j-tcb-2010-12-004.md,papers,False,closed,
10.1016/j.tig.2021.08.012,Intricacies of single-cell multi-omics data integration.,,ref-j-tig-2021-08-012.md,papers,False,closed,
10.1016/j.tplants.2020.04.016,Single-Cell Genomics and Epigenomics: Technologies and Applications in Plants.,,ref-j-tplants-2020-04-016.md,papers,False,closed,
10.1111/jipb.12870,Reactive oxygen species regulate auxin levels to mediate adventitious root induc,,ref-jipb-12870.md,papers,False,closed,
10.1038/nbt.1754,Integrative genomics viewer.,,ref-nbt-1754.md,papers,False,closed,
10.1038/nmeth.1923,Fast gapped-read alignment with Bowtie 2.,,ref-nmeth-1923.md,papers,False,closed,
10.1038/nmeth.4150,Single-cell mRNA quantification and differential analysis with Census.,,ref-nmeth-4150.md,papers,False,closed,
10.1038/nmeth.4402,Reversed graph embedding resolves complex single-cell trajectories.,,ref-nmeth-4402.md,papers,False,closed,
10.1038/nmeth.4437,Single-cell sequencing reveals dissociation-induced gene expression in tissue su,,ref-nmeth-4437.md,papers,False,closed,
10.1111/nph.13111,Are above- and below-ground phenology in sync?,,ref-nph-13111.md,papers,False,closed,
10.1038/nplants.2016.165,The heterodimeric transcription factor complex ERF115-PAT1 grants regeneration c,,ref-nplants-2016-165.md,papers,False,closed,
10.1038/nplants.2017.61,Spatially resolved transcriptome profiling in model plant species.,,ref-nplants-2017-61.md,papers,False,closed,
10.1038/nrm.2016.116,Alternative polyadenylation of mRNA precursors.,,ref-nrm-2016-116.md,papers,False,closed,
10.1093/oxfordjournals.aob.a086434,A quantitative scale of spike initial and pistil development in barley and wheat,,ref-oxfordjournals-aob-a08643.md,papers,False,closed,
10.1093/pcp/pcaa086,OsHDA710-Mediated Histone Deacetylation Regulates Callus Formation of Rice Matur,,ref-pcaa086.md,papers,False,closed,
10.1111/pce.14290,"Jasmonic acid coordinates with light, glucose and auxin signalling in regulating",,ref-pce-14290.md,papers,False,closed,
10.1111/pce.14606,Revisiting the role of MAPK signalling pathway in plants and its manipulation fo,,ref-pce-14606.md,papers,False,closed,
10.1073/pnas.1019732108,Genome-wide landscape of polyadenylation in Arabidopsis provides evidence for ex,,ref-pnas-1019732108.md,papers,False,closed,
10.1073/pnas.97.3.1311,"FIDDLEHEAD, a gene required to suppress epidermal cell interactions in Arabidops",,ref-pnas-97-3-1311.md,papers,False,closed,
10.1111/ppl.13651,Shaping the root system architecture in plants for adaptation to drought stress.,,ref-ppl-13651.md,papers,False,closed,
10.1038/s41477-022-01291-y,Single-cell RNA sequencing provides a high-resolution roadmap for understanding ,,ref-s41477-022-01291-y.md,papers,False,closed,
10.1038/s41477-023-01524-8,Single-nucleus transcriptomes reveal spatiotemporal symbiotic perception and ear,,ref-s41477-023-01524-8.md,papers,False,closed,
10.1038/s41592-025-02900-2,FX-Cell: a method for single-cell RNA sequencing on difficult-to-digest and cryo,,ref-s41592-025-02900-2.md,papers,False,closed,
10.1126/science.1072831,Plant development: regulation by protein degradation.,,ref-science-1072831.md,papers,False,closed,
10.1126/science.1086391,Genome-wide insertional mutagenesis of Arabidopsis thaliana.,,ref-science-1086391.md,papers,False,closed,
10.1126/science.1142618,An ancient mechanism controls the development of cells with a rooting function i,,ref-science-1142618.md,papers,False,closed,
10.1126/science.1146265,A high-resolution root spatiotemporal map reveals dominant expression patterns.,,ref-science-1146265.md,papers,False,closed,
10.1126/science.1153795,Cell identity mediates the response of Arabidopsis roots to abiotic stress.,,ref-science-1153795.md,papers,False,closed,
10.1126/science.1160158,Receptor-like kinase ACR4 restricts formative cell divisions in the Arabidopsis ,,ref-science-1160158.md,papers,False,closed,
10.1126/science.1191132,Secreted peptide signals required for maintenance of root stem cell niche in Ara,,ref-science-1191132.md,papers,False,closed,
10.1126/science.1213351,Sucrose efflux mediated by SWEET proteins as a key step for phloem transport.,,ref-science-1213351.md,papers,False,closed,
10.1126/science.1248559,Timing mechanism dependent on cell division is invoked by Polycomb eviction in p,,ref-science-1248559.md,papers,False,closed,
10.1126/science.aaf2403,Visualization and analysis of gene expression in tissue sections by spatial tran,,ref-science-aaf2403.md,papers,False,closed,
10.1126/science.aav6428,Defining the developmental program leading to meiosis in maize.,,ref-science-aav6428.md,papers,False,closed,
10.1111/tpj.12429,The iRoCS Toolbox--3D analysis of the plant root apical meristem at cellular res,,ref-tpj-12429.md,papers,False,closed,
10.1111/tpj.15725,Time-series transcriptomics reveals a drought-responsive temporal network and cr,,ref-tpj-15725.md,papers,False,closed,
10.3410/f.726368176.793518729,Faculty Opinions recommendation of Cistrome and epicistrome features shape the r,,ref2-10-1016-j-cell-2016-.md,papers,False,closed,
10.3410/f.729069926.793540548,Faculty Opinions recommendation of Cis and trans determinants of epigenetic sile,,ref2-10-1038-ng-3937.md,papers,False,closed,
10.3410/f.726907401.793526573,Faculty Opinions recommendation of The heterodimeric transcription factor comple,,ref2-10-1038-nplants-2016.md,papers,False,closed,
10.3410/f.737616688.793575841,Faculty Opinions recommendation of Construction of a human cell landscape at sin,,ref3-10-1038-s41586-020-2157-4.md,papers,False,closed,
10.1111/jipb.70272,"Single-cell insights into plant growth, adaptation, and evolution.",,sc-multiomics-review-jipb.md,papers,False,closed,
10.1016/j.tplants.2026.03.003,created: 2026-05-28,,sc-stress-celltype-atlas.md,papers,False,closed,
10.7554/eLife.26792.001,Abstract,"""""",sel-elife-26792-001.md,papers,False,error,HTTP Error 404: Not Found
10.1016/j.pbi.2017.09.005,Breakout — lateral root emergence in Arabidopsis thaliana,"""Current Opinion in Plant Biology""",sel-j-pbi-2017-09-005.md,papers,False,closed,
10.1016/j.tplants.2023.07.010,Single cell RNA-seq in phytohormone signaling: a promising future,"""Trends in Plant Science""",single-cell-rna-seq-in-phytohormone-signaling-a-promising-future.md,papers,False,closed,
10.1111/pce.70169,单细胞转录组解码被子植物木质部发育,,xylem-sc-review-pce-2025.md,papers,False,closed,
10.1080/15226514.2026.2669640,Synergistic alleviation of salinity stress in tomato: unraveling the physiologic,,daily-42150749.md,daily,False,closed,
10.1002/cssc.70728,Effective Biomass Fractionation Using a Natural Acidic Polyol-Based Deep Eutecti,,daily-42154984.md,daily,False,closed,
10.1002/ps.70948,Knocking out a wall-associated kinase gene enhances rice resistance to planthopp,,daily-42163072.md,daily,False,closed,
10.1002/adma.73441,Zinc-Doping Trap Engineering and FRET Synergy Enable Multicolor Room-Temperature,,daily-42163647.md,daily,False,closed,
10.1016/j.jhazmat.2026.142449,MIL-100(Fe)@biochar as a dual‑function platform for controlled auxin delivery an,,daily-42166898.md,daily,False,closed,
10.1093/jxb/erag245,Sorghum ferulate-5-hydroxylase overexpression enhances aphid proliferation and w,,daily-42170898.md,daily,False,closed,
10.1016/j.plantsci.2026.113237,Age-dependent modulation of antioxidant defense and secondary metabolite accumul,,daily-42178064.md,daily,False,closed,
10.1021/acs.jafc.5c17019,"Nanoplastics Induce Transgenerational Impacts on Tomato Growth, Oxidative Stress",,daily-42179187.md,daily,False,closed,
10.1007/s11103-013-0062-z,Small auxin-up RNA promotes ,,daily-42179491.md,daily,False,closed,
10.1080/15226514.2026.2671327,Seed priming with nitric oxide and foliar glycine betaine application mitigates ,,daily-42184837.md,daily,False,closed,
10.1016/j.bios.2026.118853,Minimally invasive microneedle sensor for in vivo monitoring of indole-3-acetic ,,daily-42190459.md,daily,False,closed,
10.1093/plphys/kiag191,Drought-responsive TaMIP1 controls root density to confer the tradeoff between g,,daily-42206621.md,daily,False,closed,
10.1021/acs.jafc.6c02931,Tebuconazole Reduces Deoxynivalenol Accumulation in Wheat through Activation of ,,daily-42206728.md,daily,False,closed,
10.1007/s00425-026-05034-7,Transcription factors in phosphorus utilization: enhancing crop productivity and,,daily-42207342.md,daily,False,closed,
10.1021/acs.jafc.5c11985,4- O-α-Thevetopyranosyldiphyllin from Taiwania flousiana: A Novel β-Tubulin Inhi,,daily-42208048.md,daily,False,closed,
10.1007/s00284-026-04974-3,Growth and Development of Avocado Rootstocks Fertilized with Phosphoric Rock and,,daily-42209778.md,daily,False,closed,
10.1111/nph.71304,OsMYB94 functions as a master regulator of metabolic pathways associated with ri,,daily-42210497.md,daily,False,closed,
10.1002/slct.202103402,Development of a green and sustainable rice husk nanosilica-based spectrophotome,,daily-42211355.md,daily,False,closed,
10.1016/j.tplants.2009.11.006,Integrated transcriptomic and metabolomic profiles analysis reveals a potential ,,daily-42211470.md,daily,False,closed,
10.1016/j.fcr.2014.09.017,"Impact of split application of potassium fertilizer on yield, quality, and econo",,daily-42211473.md,daily,False,closed,
10.1093/jxb/erag258,Sweet shaping of root system architecture under water deficit,,daily-42212512.md,daily,False,closed,
10.1093/plcell/koag154,Compartmental Control of UDP-Araf Supply: Golgi Lumen UDP-Arabinopyranose Mutase,,daily-42212515.md,daily,False,closed,
10.1111/pce.70642,"TaWRKY33 Positively Regulates TaERF1-A, Thereby Activating TaP5CS2 -Mediated Pro",,daily-42212637.md,daily,False,closed,
10.1111/pce.70643,A PR1-Like Protein Stabilizes a Barwin-Like Protein to Enhance Wheat Resistance ,,daily-42212668.md,daily,False,closed,
10.1007/s00122-026-05283-w,Uncovering the genetic architecture of biomass yield and related traits in South,,daily-42213143.md,daily,False,closed,
10.1007/s00122-026-05258-x,"Characterization of T5DL·5DS-2RS, a wheat-rye chromosomal translocation with enh",,daily-42213168.md,daily,False,closed,
10.1007/s11103-026-01729-3,"Plant viruses as next-generation vectors for transgene-free genome editing, gene",,daily-42213265.md,daily,False,closed,
10.1093/plcell/koag155,Dehydration-induced condensation of AGO1 modulates miRNA functionality,,daily-42213882.md,daily,False,closed,
10.1093/plphys/kiag319,CBL2/4-CIPK31-mediated phosphorylation of raffinose synthase enhances cold toler,,daily-42213884.md,daily,False,closed,
10.1016/j.plantsci.2026.113233,A zinc finger protein gene TksC3H20 positively regulates salt tolerance in Tarax,,daily-42214503.md,daily,False,closed,
10.1016/j.plaphy.2026.111321,Retraction notice to ,,daily-42215341.md,daily,False,closed,
10.1111/asj.70189,In Vitro Ruminal Fermentation and Methane Production of Fresh and Ensiled TMR Co,,daily-42216270.md,daily,False,closed,
10.1111/nph.71305,Potential unlocked: an atlas of cloned wheat genes for genome engineering and br,,daily-42216279.md,daily,False,closed,
10.1016/j.molp.2026.05.018,S-nitrosylation-mediated differential regulation of STOP1 and STAR1 coordinates ,,daily-42216448.md,daily,False,closed,
10.1016/j.molp.2026.05.017,Deep learning uncovers conserved regulatory logic and element dosage underlying ,,daily-42216449.md,daily,False,closed,
10.1002/ps.70939,Photocaged abscisic acid enhances rice salt tolerance via sustained signaling an,,daily-42216516.md,daily,False,closed,
10.31083/FBL40847,Revealing the Molecular Network of Pattern-Triggered Immunity (PTI) Signal Trans,,daily-42216553.md,daily,False,closed,
10.1111/1750-3841.71150,"Textural Modification, In Vitro Digestion, and Identification of Volatile Flavor",,daily-42216574.md,daily,False,closed,
10.1111/1750-3841.71154,Recirculating Aquaponics System Enhances Bioactive Compounds in Tomato (Solanum ,,daily-42216695.md,daily,False,closed,
10.1002/cbdv.71354,Mycoparasitism of Trichoderma harzianum AF2120E on Fusarium graminearum 4A1F and,,daily-42216848.md,daily,False,closed,
10.1002/cbdv.202503480,Effect of Processing on the Protective Role of Bambusa nutans Wall. ex Munro Ext,,daily-42216852.md,daily,False,closed,
10.1007/s11274-026-04871-8,Bacterial nanocellulose-based encapsulation of Trichoderma harzianum spores for ,,daily-42216983.md,daily,False,closed,
10.1007/s00223-026-01550-6,Effects of Collagen Cross-Linking Agents on Dentin-Composite Interface Strength ,,daily-42217039.md,daily,False,closed,
10.1007/s00425-026-05037-4,Spontaneous plastome mutations in variegated plants occur predominantly in genes,,daily-42217055.md,daily,False,closed,
10.1007/s11033-026-12054-9,Development and characterization of NB-ARC gene-derived SSRs in wheat (Triticum ,,daily-42217060.md,daily,False,closed,
10.1007/s11274-026-05061-2,The biostimulant role of microbial exopolysaccharides: mechanisms and agricultur,,daily-42217121.md,daily,False,closed,
10.1007/s12602-026-11081-z,Genomic and Functional Characterization of Bacillus amyloliquefaciens H6: A Pote,,daily-42217152.md,daily,False,closed,
10.1093/ntr/ntag085,E-cigarettes for tobacco harm reduction in older adults who fail tobacco cessati,,daily-42217177.md,daily,False,closed,
10.1080/10826068.2026.2679289,Coupling deep eutectic solvent and laccase treatment for cellulose fiber recover,,daily-42217249.md,daily,False,closed,
10.1016/j.micres.2026.128565,The transcription factor Crz1-facilitated Phomopsis liquidambaris colonization b,,daily-42217259.md,daily,False,closed,
10.1016/j.pbi.2026.102906,Integrating plant lipid metabolism with signaling networks and stress adaptation,,daily-42217342.md,daily,False,closed,
10.1016/j.phymed.2026.158325,Que Zui tea extract alleviates atherosclerosis via liver-vasculature-gut axis by,,daily-42217346.md,daily,False,closed,
10.1016/j.foodchem.2026.149860,Green-synthesized ε-polylysine/zein nanocomplexes as safe antimicrobials: Applic,,daily-42217357.md,daily,False,closed,
10.1016/j.foodchem.2026.149835,Multiscale analysis of enzyme combinations and hydrolysis methods: Effects on bi,,daily-42217359.md,daily,False,closed,
10.1016/j.foodchem.2026.149810,"Impacts of steam explosion treatment on qualities, protein network development a",,daily-42217360.md,daily,False,closed,
10.1016/j.foodchem.2026.149821,Effects of oil body addition on the structure and oxidative stability of soybean,,daily-42217366.md,daily,False,closed,
10.1016/j.foodchem.2026.149804,"From byproduct to bioresource: Antioxidant potential, flavor profile, and microb",,daily-42217368.md,daily,False,closed,
10.1016/j.chroma.2026.467136,4-Mercaptobenzenesulfonic acid-functionalized SiO2@Au nanoshells for specific en,,daily-42217394.md,daily,False,closed,
10.1016/j.bbrc.2026.154024,ABI5 and ABI3 mediate FIS-PRC2 recruitment to IKU2 and modulate endosperm cellul,,daily-42217415.md,daily,False,closed,
10.1016/j.jhazmat.2026.142486,Microplastics distinctly regulate cadmium accumulation and lipid homeostasis in ,,daily-42217529.md,daily,False,closed,
10.1016/j.freeradbiomed.2026.05.318,"Circadian Rhythms, NRF2 Signalling and Redox Homeostasis: A Holy Grail for a Hea",,daily-42217684.md,daily,False,closed,
10.1016/j.bbabio.2026.149596,PGR5 is needed for regulation of ATP synthase in plant chloroplasts,,daily-42217716.md,daily,False,closed,
10.1016/j.yrtph.2026.106141,Simultaneous LC-MS/MS screening of 222 drugs of abuse in eight solid food matric,,daily-42217766.md,daily,False,closed,
10.1016/j.yrtph.2026.106139,Long-Term Safety Assessment of Insect-Resistant Genetically Modified Maize: A On,,daily-42217767.md,daily,False,closed,
10.1016/j.jes.2025.09.005,Synergistic effects of nanoplastics and BDE-47 on glutathione dysregulation in r,,daily-42217878.md,daily,False,closed,
10.1016/j.jes.2025.12.001,"Physiological, biochemical and metabolomic analysis revealed the mechanism of se",,daily-42217889.md,daily,False,closed,
10.1016/j.jes.2026.02.020,Containment and phytoremediation: Complementary roles of vertical plant diversit,,daily-42217913.md,daily,False,closed,
10.1002/tox.70124,Exploring the Protective Potential of Salvia officinalis Essential Oil Against L,,daily-42218555.md,daily,False,closed,
10.1094/PHYTO-03-26-0082-R,Detection of Palm Lethal Yellowing Phytoplasma in the Salivary Glands of Nesomyn,,daily-42218783.md,daily,False,closed,
10.1002/cbdv.202503529,Unlocking the Bioactive Potential of Capparis multiflora From Northeast India: F,,daily-42218799.md,daily,False,closed,
10.1016/j.jhazmat.2026.142544,Microbial diversity regulates mercury cycling in paddy soils,,daily-42218839.md,daily,False,closed,
10.1094/PDIS-10-25-2115-RE,Simplified synergistic rhizosphere bacterial consortia enhance the antagonistic ,,daily-42219768.md,daily,False,closed,
10.1111/pce.70624,CsSPX-PHR/PHL-PHT1 and CsmiR399a-PHO2-PHT1/PHO1 Modules Orchestrate Pi Use Effic,,daily-42219815.md,daily,False,closed,
10.1093/aob/mcag157,Allocation of growth to stems underpins the response of ryegrass to elevated CO2,,daily-42219873.md,daily,False,closed,
10.1007/978-3-032-16128-4_9,Two-Stage Decoupling Framework for Variable-Length Glaucoma Prognosis,,daily-42222134.md,daily,False,closed,
10.1016/bs.ircmb.2016.01.001,Unraveling the regulatory role of kinetin (6-furfurylaminopurine) in modulating ,,daily-42222731.md,daily,False,closed,
10.1021/acs.jafc.5c14546,Designing Biaryl Pyrazole Derivatives for Antibacterial Activity against Plant P,,daily-42223285.md,daily,False,closed,
10.1093/ntr/ntag128,Trends of Past 30-Day Use of Commercial Tobacco Products among Youth and Adults ,,daily-42223484.md,daily,False,closed,
10.1093/ntr/ntag127,Estimation of the demand for cigarettes in Uruguay: an analysis based on househo,,daily-42223489.md,daily,False,closed,
10.1093/treephys/tpag076,Physiological and molecular responses of poplar to drought stress and functional,,daily-42223520.md,daily,False,closed,
10.1080/07347332.2026.2680556,Physical and psychological reasons for cancer patients' decision to decline toba,,daily-42224041.md,daily,False,closed,
10.3791/70167,Development and Validation of a Rapid LC-MS/MS Method for Carfilzomib Quantifica,,daily-42224244.md,daily,False,closed,
10.1093/aob/mcag156,A Critical Window of Maternal Temperature Effects on Weedy Rice Seed Dormancy,,daily-42224420.md,daily,False,closed,
10.1016/j.plaphy.2026.111398,Spring low temperature stress reduces wheat yield by accelerating post-anthesis ,,daily-42224744.md,daily,False,closed,
10.1016/j.jhazmat.2026.142530,First insights into agricultural practice-driven mobilization and methylation of,,daily-42224764.md,daily,False,closed,
10.1016/j.cmpb.2026.109468,Memory-augmented graph neural networks for multi-class cardiovascular disease re,,daily-42224851.md,daily,False,closed,
10.1016/j.plantsci.2026.113243,Mechanical Disturbance of Trichomes Enhances Cd2+ Accumulation via Malate-Mediat,,daily-42225225.md,daily,False,closed,
10.1016/j.ejpb.2026.115126,"Shine bright, then fight: lectin-decorated gold nanostars for cancer theranostic",,daily-42225226.md,daily,False,closed,
10.1016/j.tplants.2026.04.030,Multitasking mediators: revealing the secret jobs of plant metacaspases,,daily-42225469.md,daily,False,closed,
10.1016/S0141-3910(02)00292-6,Aluminum hybrid based on lignin from rice straw as a multifunctional additive fo,,daily-42225751.md,daily,False,closed,
10.1016/j.plantsci.2015.07.009,Blue light receptor phot2 collaborates with NRL-30 to negatively regulate immuni,,daily-42226070.md,daily,False,closed,
10.1002/ps.70983,Comparative evaluation of chitosan-based and star polycation nanocarriers for en,,daily-42226280.md,daily,False,closed,
10.1002/ps.70921,"Design, synthesis, and antiviral activity of novel piperidine-containing pyrazol",,daily-42226342.md,daily,False,closed,
10.1016/j.molp.2026.05.019,Dynamic Remodeling of Root Specialized Metabolites by Rhizobacterial β-Glucosida,,daily-42226460.md,daily,False,closed,
10.1016/j.molp.2026.05.020,The auxin co-receptor TMK1-mediated phosphorylation and destabilization of DA1 c,,daily-42226461.md,daily,False,closed,
10.1111/pce.70632,Genome‑Wide Identification of NAC Transcription Factors in Elymus sibiricus and ,,daily-42226512.md,daily,False,closed,
10.1002/jbt.70940,Ferulic Acid Suppresses Diabetes-Induced Atherosclerosis by Targeting Oxidative ,,daily-42226622.md,daily,False,closed,
10.1093/jxb/erag192,Esca disease triggers local transcriptomic response and DNA methylation changes ,,daily-42226631.md,daily,False,closed,
10.1158/1055-9965.EPI-26-0075,Transcranial Magnetic Stimulation (TMS) for Smoking Cessation in Cancer Survivor,,daily-42226635.md,daily,False,closed,
10.1007/s00344-019-09992-z,Calcium-dependent regulation of antioxidant metabolism in maize seedlings under ,,daily-42226761.md,daily,False,closed,
10.1101/2024.06.28.601127,Dynamic regulatory mechanisms of histone methylation in plant development and en,,daily-42227011.md,daily,False,closed,
10.2174/0113862073482277260412133043,Exploring the Influence of Circadian Rhythm Disorders in Metabolic Syndrome thro,,daily-42227494.md,daily,False,closed,
10.2174/0118746098452491260515061005,Mechanistic Basis of Sarcopenia and Nutritional Interventions for Combating Musc,,daily-42227556.md,daily,False,closed,
10.1080/15563650.2026.2673133,"A bongkrekic acid incident in Taiwan, and a proposed nomogram for determining cl",,daily-42227675.md,daily,False,closed,
10.1002/asia.70806,Performance Assessment of Co-Gasification Process for Syngas Production Using Mu,,daily-42227917.md,daily,False,closed,
10.1021/acs.analchem.5c08119,Plasmonic Polyurea-Functionalized Titanium Dioxide Nanotube Substrates for Whole,,daily-42227992.md,daily,False,closed,
10.1016/j.hazmat.2014.07.024,A mechanistic and thermodynamics insight of cadmium adsorption on sulfur-functio,,daily-42228245.md,daily,False,error,HTTP Error 404: Not Found
10.3791/71168,Microalgae Oil Improves Hepatic Lipid Metabolism in A High-Fat Diet-Induced Mous,,daily-42228350.md,daily,False,closed,
10.1021/acs.jafc.5c14464,Light-Dependent Regulation of Flavonol Biosynthesis through the HY5-MYB-FLS Modu,,daily-42228379.md,daily,False,closed,
10.1080/15226514.2026.2681099,AMF-mediated root redistribution decreases Cd uptake in rice while enhancing phy,,daily-42228555.md,daily,False,closed,
10.1111/plb.70236,The effects of nitrogen and phosphorus fertilization on nutrient resorption in f,,daily-42228836.md,daily,False,closed,
10.1111/plb.70235,Effects of cotyledon removal on the root growth and physiology properties during,,daily-42228838.md,daily,False,closed,
10.1146/annurev-virology-100424-121019,The Antiviral Response in Insect Vectors: Immune Mechanisms and Implications for,,daily-42228874.md,daily,False,closed,
10.1093/plphys/kiag323,A MITE-Mediated Cis-Regulatory Module Regulates PsiGCN2 Expression for High-inte,,daily-42228916.md,daily,False,closed,
10.1093/plphys/kiag322,CNGC-interacting calmodulin OsCaM1.1 regulates cytosolic Ca2+ signals and promot,,daily-42228920.md,daily,False,error,HTTP Error 404: Not Found
10.1093/jxb/erag261,Endophytic seed microorganisms in legumes: Natural bioinoculants for sustainable,,daily-42228922.md,daily,False,closed,
10.1111/ppl.70962,Phytochrome-Dependent Regulation of CO,,daily-42229545.md,daily,False,closed,
10.1016/j.ijbiomac.2026.152839,Preparation of hydrophobically modified sodium alginate-chitosan hydrogel and it,,daily-42229657.md,daily,False,closed,
10.1016/j.impact.2026.100634,Physiological and biochemical responses of sweet basil (Ocimum basilicum L.) to ,,daily-42229874.md,daily,False,closed,
10.1111/pce.70646,CsFDL1-CsFTL3 Complex Represses CsFTL3 via Negative Feedback to Fine-Tune Flower,,daily-42231543.md,daily,False,error,HTTP Error 404: Not Found
